Scene,NPC / Context,Field,CIV,BW,CS,Row ID
Alexandra Road,American Journalist,NPC Line 1,"Every few minutes the story changes. Workers call this solidarity, police call it disorder, and the road is swallowing both versions at once.","Every few minutes the story changes. Workers call this solidarity, police call it disorder, and the road is swallowing both versions at once.","Every few minutes the story changes. Workers call this solidarity, police call it disorder, and the road is swallowing both versions at once.",variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[0]::chatBubbleTexts[0]
Alexandra Road,American Journalist,NPC Line 2,"Once the hoses came out and the crowd answered with bricks and bottles, Alexandra Road stopped being only a depot story. If someone dies here, it becomes international copy by nightfall.","Once the hoses came out and the crowd answered with bricks and bottles, Alexandra Road stopped being only a depot story. If someone dies here, it becomes international copy by nightfall.","Once the hoses came out and the crowd answered with bricks and bottles, Alexandra Road stopped being only a depot story. If someone dies here, it becomes international copy by nightfall.",variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[0]::chatBubbleTexts[1]
Alexandra Road,Alexandra Journalist Ask Cause,Chat Option 1 — Player Option Text,Ask what he thinks started this.,Ask what he thinks started this.,Ask what he thinks started this.,variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[0]::dialogueChoices::[0]::label
Alexandra Road,Alexandra Journalist Ask Cause,Chat Option 1 — Player Says,"From where you're standing, what turned this from a strike into something like this?","From where you're standing, what turned this from a strike into something like this?","From where you're standing, what turned this from a strike into something like this?",variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[0]::dialogueChoices::[0]::playerText
Alexandra Road,Alexandra Journalist Ask Cause,Chat Option 1 — NPC Reply,"Dismissals and labour anger built the ground, but the scene changed once students arrived in large numbers and the police treated the crowd as a security problem instead of a negotiation problem.","Dismissals and labour anger built the ground, but the scene changed once students arrived in large numbers and the police treated the crowd as a security problem instead of a negotiation problem.","Dismissals and labour anger built the ground, but the scene changed once students arrived in large numbers and the police treated the crowd as a security problem instead of a negotiation problem.",variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[0]::dialogueChoices::[0]::npcReply
Alexandra Road,Alexandra Journalist Ask Headline,Chat Option 2 — Player Option Text,Ask what headline he expects to file.,Ask what headline he expects to file.,Ask what headline he expects to file.,variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[0]::dialogueChoices::[1]::label
Alexandra Road,Alexandra Journalist Ask Headline,Chat Option 2 — Player Says,What headline do you think leaves this road with you tonight?,What headline do you think leaves this road with you tonight?,What headline do you think leaves this road with you tonight?,variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[0]::dialogueChoices::[1]::playerText
Alexandra Road,Alexandra Journalist Ask Headline,Chat Option 2 — NPC Reply,That depends on whether the city remembers the grievances or only the violence. Editors like flames and bodies; history is slower about dismissals and humiliation.,That depends on whether the city remembers the grievances or only the violence. Editors like flames and bodies; history is slower about dismissals and humiliation.,That depends on whether the city remembers the grievances or only the violence. Editors like flames and bodies; history is slower about dismissals and humiliation.,variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[0]::dialogueChoices::[1]::npcReply
Alexandra Road,Alexandra Journalist Ask Witness,Chat Option 3 — Player Option Text,Say the witnesses won't agree on anything.,Say the witnesses won't agree on anything.,Say the witnesses won't agree on anything.,variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[0]::dialogueChoices::[2]::label
Alexandra Road,Alexandra Journalist Ask Witness,Chat Option 3 — Player Says,The witnesses are already contradicting each other. How do you report that honestly?,The witnesses are already contradicting each other. How do you report that honestly?,The witnesses are already contradicting each other. How do you report that honestly?,variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[0]::dialogueChoices::[2]::playerText
Alexandra Road,Alexandra Journalist Ask Witness,Chat Option 3 — NPC Reply,"You write the contradiction down. Crowds rarely produce one truth in real time, but the disagreement itself tells you how fractured the city already is.","You write the contradiction down. Crowds rarely produce one truth in real time, but the disagreement itself tells you how fractured the city already is.","You write the contradiction down. Crowds rarely produce one truth in real time, but the disagreement itself tells you how fractured the city already is.",variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[0]::dialogueChoices::[2]::npcReply
Alexandra Road,Asian Reporter,NPC Name,Asian Reporter,Asian Reporter,Asian Reporter,variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[1]::chatBubbleSpeaker
Alexandra Road,Asian Reporter,NPC Line 1,Witness accounts are changing by the hour out here.,Witness accounts are changing by the hour out here.,Witness accounts are changing by the hour out here.,variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[1]::chatBubbleTexts[0]
Alexandra Road,Asian Reporter,NPC Line 2,No one wants to be the last person standing near the police line when it surges.,No one wants to be the last person standing near the police line when it surges.,No one wants to be the last person standing near the police line when it surges.,variants::ALEXANDRA_ROAD_JOURNALIST_NPCS::[1]::chatBubbleTexts[1]
,,,,,,
Command Center,,Scene Title,Riot: Command Center,,,story::COMMAND_CENTER_ROUTE::sceneTitle
Command Center,,Scene Description,"On 12 May, phone calls from Alexandra Road bring reports of police hoses, thrown bricks and bottles, injuries, and confusion. Rajiv is no longer managing risk so much as counting the cost as it arrives.",,,story::COMMAND_CENTER_ROUTE::sceneSubtitle
Command Center,Telephone Report,NPC Name,Telephone Report,Telephone Report,Telephone Report,variants::COMMAND_CENTER_NPCS::[0]::chatBubbleSpeaker
Command Center,Telephone Report,NPC Line 1,Ring-ring. Command center? Urgent line from Alexandra Road.,Ring-ring. Command center? Urgent line from Alexandra Road.,Ring-ring. Command center? Urgent line from Alexandra Road.,variants::COMMAND_CENTER_NPCS::[0]::chatBubbleTexts[0]
Command Center,Telephone Report,NPC Line 2,"Crowds are spreading beyond the depot. Students are still mixed in, the hoses have come out, and the police line is shifting.","Crowds are spreading beyond the depot. Students are still mixed in, the hoses have come out, and the police line is shifting.","Crowds are spreading beyond the depot. Students are still mixed in, the hoses have come out, and the police line is shifting.",variants::COMMAND_CENTER_NPCS::[0]::chatBubbleTexts[1]
Command Center,Telephone Report,NPC Line 3,"We have injuries but no reliable count yet. Officers and witnesses are contradicting one another, and bricks and bottles are flying back toward the police.","We have injuries but no reliable count yet. Officers and witnesses are contradicting one another, and bricks and bottles are flying back toward the police.","We have injuries but no reliable count yet. Officers and witnesses are contradicting one another, and bricks and bottles are flying back toward the police.",variants::COMMAND_CENTER_NPCS::[0]::chatBubbleTexts[2]
Command Center,Telephone Report,NPC Line 4,"Rajiv, we need instructions now: reinforcements, ambulances, and what the press is to be told.","Rajiv, we need instructions now: reinforcements, ambulances, and what the press is to be told.","Rajiv, we need instructions now: reinforcements, ambulances, and what the press is to be told.",variants::COMMAND_CENTER_NPCS::[0]::chatBubbleTexts[3]
Command Center,Operations Line,NPC Name,Operations Line,Operations Line,Operations Line,variants::COMMAND_CENTER_NPCS::[1]::chatBubbleSpeaker
Command Center,Operations Line,NPC Line 1,"Command center, operations desk. We are receiving conflicting reports from multiple streets now.","Command center, operations desk. We are receiving conflicting reports from multiple streets now.","Command center, operations desk. We are receiving conflicting reports from multiple streets now.",variants::COMMAND_CENTER_NPCS::[1]::chatBubbleTexts[0]
Command Center,Operations Line,NPC Line 2,Some officers say the crowd is breaking up. Others say smaller groups are reforming further down Alexandra Road.,Some officers say the crowd is breaking up. Others say smaller groups are reforming further down Alexandra Road.,Some officers say the crowd is breaking up. Others say smaller groups are reforming further down Alexandra Road.,variants::COMMAND_CENTER_NPCS::[1]::chatBubbleTexts[1]
Command Center,Operations Line,NPC Line 3,"If Mr. Marshall wants a statement soon, Rajiv will need to mark clearly what is confirmed and what is only rumour, especially on casualties.","If Mr. Marshall wants a statement soon, Rajiv will need to mark clearly what is confirmed and what is only rumour, especially on casualties.","If Mr. Marshall wants a statement soon, Rajiv will need to mark clearly what is confirmed and what is only rumour, especially on casualties.",variants::COMMAND_CENTER_NPCS::[1]::chatBubbleTexts[2]
Command Center,Radio Bulletin,NPC Name,Radio Bulletin,Radio Bulletin,Radio Bulletin,variants::COMMAND_CENTER_NPCS::[2]::chatBubbleSpeaker
Command Center,Radio Bulletin,NPC Line,Radio Malaya bulletin: unrest linked to the Hock Lee dispute continues after clashes involving police hoses and crowd violence. Official casualty details are still being checked.,Radio Malaya bulletin: unrest linked to the Hock Lee dispute continues after clashes involving police hoses and crowd violence. Official casualty details are still being checked.,Radio Malaya bulletin: unrest linked to the Hock Lee dispute continues after clashes involving police hoses and crowd violence. Official casualty details are still being checked.,variants::COMMAND_CENTER_NPCS::[2]::chatBubbleText
Command Center,David Marshall,NPC Name,David Marshall,David Marshall,David Marshall,variants::COMMAND_CENTER_NPCS::[3]::chatBubbleSpeaker
Command Center,David Marshall,NPC Line 1,"Rajiv, separate rumour from report and label both clearly. If we speak carelessly now, we deepen the panic.","Rajiv, separate rumour from report and label both clearly. If we speak carelessly now, we deepen the panic.","Rajiv, separate rumour from report and label both clearly. If we speak carelessly now, we deepen the panic.",variants::COMMAND_CENTER_NPCS::[3]::chatBubbleTexts[0]
Command Center,David Marshall,NPC Line 2,"I want the police response tracked as closely as the crowd itself. Order matters, but so does what the police have done in the street.","I want the police response tracked as closely as the crowd itself. Order matters, but so does what the police have done in the street.","I want the police response tracked as closely as the crowd itself. Order matters, but so does what the police have done in the street.",variants::COMMAND_CENTER_NPCS::[3]::chatBubbleTexts[1]
Command Center,David Marshall,NPC Line 3,"Keep the lines open. You and the staff brief me with facts, not reassurance.","Keep the lines open. You and the staff brief me with facts, not reassurance.","Keep the lines open. You and the staff brief me with facts, not reassurance.",variants::COMMAND_CENTER_NPCS::[3]::chatBubbleTexts[2]
Command Center,Civil Servant,NPC Name,Civil Servant,Civil Servant,Civil Servant,variants::COMMAND_CENTER_NPCS::[4]::chatBubbleSpeaker
Command Center,Civil Servant,NPC Line 1,"Sir, from the window the crowd looks less frightened than watchful. People are waiting to see whether the police or the crowd moves next.","Sir, from the window the crowd looks less frightened than watchful. People are waiting to see whether the police or the crowd moves next.","Sir, from the window the crowd looks less frightened than watchful. People are waiting to see whether the police or the crowd moves next.",variants::COMMAND_CENTER_NPCS::[4]::chatBubbleTexts[0]
Command Center,Civil Servant,NPC Line 2,They keep pointing down the road whenever another vehicle passes. Word is moving faster than our messengers.,They keep pointing down the road whenever another vehicle passes. Word is moving faster than our messengers.,They keep pointing down the road whenever another vehicle passes. Word is moving faster than our messengers.,variants::COMMAND_CENTER_NPCS::[4]::chatBubbleTexts[1]
Command Center,Civil Servant,NPC Line 3,"Whatever is being decided in here, the street is already reacting to rumours outside.","Whatever is being decided in here, the street is already reacting to rumours outside.","Whatever is being decided in here, the street is already reacting to rumours outside.",variants::COMMAND_CENTER_NPCS::[4]::chatBubbleTexts[2]
,,,,,,
Funeral,,Scene Title,Post-Riot: Funeral Procession,,Post-Riot: Funeral,story::FUNERAL_ROUTE::sceneTitle
Funeral,,Scene Description,"In the funeral crowd, Rajiv confronts what official reports cannot soften: the dead are now being mourned in public, and every act of mourning also speaks about blame.",,"At Chong Lon Chong's funeral, Kim Chuan stands among grieving students and sees how the riot will follow them back into school life.",story::FUNERAL_ROUTE::sceneSubtitle
Funeral,Fellow Reporter,NPC Name,Fellow Reporter,Fellow Reporter,Fellow Reporter,variants::FUNERAL_NPCS::[0]::chatBubbleSpeaker
Funeral,Fellow Reporter,NPC Line 1,"By the morning after 12 May, four people were dead, including 16-year-old student Chong Lon Chong. That is why the schools are watching this funeral so closely.","By the morning after 12 May, four people were dead, including 16-year-old student Chong Lon Chong. That is why the schools are watching this funeral so closely.","By the morning after 12 May, four people were dead, including 16-year-old student Chong Lon Chong. That is why the schools are watching this funeral so closely.",variants::FUNERAL_NPCS::[0]::chatBubbleTexts[0]
Funeral,Fellow Reporter,NPC Line 2,Look around. Some people came to mourn a boy. Others came because a funeral is one of the last places where grief and anger can still speak in public.,Look around. Some people came to mourn a boy. Others came because a funeral is one of the last places where grief and anger can still speak in public.,Look around. Some people came to mourn a boy. Others came because a funeral is one of the last places where grief and anger can still speak in public.,variants::FUNERAL_NPCS::[0]::chatBubbleTexts[1]
Funeral,Reporter Truth,Chat Option 1 — Player Option Text,Ask what the press is trying to record here.,Ask what the press is trying to record here.,Ask what the press is trying to record here.,variants::FUNERAL_NPCS::[0]::dialogueChoices::[0]::label
Funeral,Reporter Truth,Chat Option 1 — Player Says,"What are you trying to capture today, grief itself or the politics gathering around it?","What are you trying to capture today, grief itself or the politics gathering around it?","What are you trying to capture today, grief itself or the politics gathering around it?",variants::FUNERAL_NPCS::[0]::dialogueChoices::[0]::playerText
Funeral,Reporter Truth,Chat Option 1 — NPC Reply,"Both. If we print only sorrow, people forget the dismissals and the hoses. If we print only slogans, we erase the dead as people. The truth is that grief and politics are marching together now.","Both. If we print only sorrow, people forget the dismissals and the hoses. If we print only slogans, we erase the dead as people. The truth is that grief and politics are marching together now.","Both. If we print only sorrow, people forget the dismissals and the hoses. If we print only slogans, we erase the dead as people. The truth is that grief and politics are marching together now.",variants::FUNERAL_NPCS::[0]::dialogueChoices::[0]::npcReply
Funeral,Reporter Order,Chat Option 2 — Player Option Text,Say the city cannot survive another escalation.,Say the city cannot survive another escalation.,Say the city cannot survive another escalation.,variants::FUNERAL_NPCS::[0]::dialogueChoices::[1]::label
Funeral,Reporter Order,Chat Option 2 — Player Says,"Whatever people feel today, Singapore cannot survive another surge of violence.","Whatever people feel today, Singapore cannot survive another surge of violence.","Whatever people feel today, Singapore cannot survive another surge of violence.",variants::FUNERAL_NPCS::[0]::dialogueChoices::[1]::playerText
Funeral,Reporter Order,Chat Option 2 — NPC Reply,"That may be true, but order sounds thin at a funeral after 12 May. People hear calls for calm and ask why calm only becomes urgent once bodies are counted.","That may be true, but order sounds thin at a funeral after 12 May. People hear calls for calm and ask why calm only becomes urgent once bodies are counted.","That may be true, but order sounds thin at a funeral after 12 May. People hear calls for calm and ask why calm only becomes urgent once bodies are counted.",variants::FUNERAL_NPCS::[0]::dialogueChoices::[1]::npcReply
Funeral,Reporter Cost,Chat Option 3 — Player Option Text,Admit the human cost feels different up close.,Admit the human cost feels different up close.,Admit the human cost feels different up close.,variants::FUNERAL_NPCS::[0]::dialogueChoices::[2]::label
Funeral,Reporter Cost,Chat Option 3 — Player Says,"From an office, casualties become reports. Standing here, the cost feels much harder to hide.","From an office, casualties become reports. Standing here, the cost feels much harder to hide.","From an office, casualties become reports. Standing here, the cost feels much harder to hide.",variants::FUNERAL_NPCS::[0]::dialogueChoices::[2]::playerText
Funeral,Reporter Cost,Chat Option 3 — NPC Reply,"Then remember this view when the next statement is drafted. A riot is not only broken windows and police logs. It is coffins, parents, and a city deciding what kind of death it wants to remember.","Then remember this view when the next statement is drafted. A riot is not only broken windows and police logs. It is coffins, parents, and a city deciding what kind of death it wants to remember.","Then remember this view when the next statement is drafted. A riot is not only broken windows and police logs. It is coffins, parents, and a city deciding what kind of death it wants to remember.",variants::FUNERAL_NPCS::[0]::dialogueChoices::[2]::npcReply
Funeral,Schoolmate,NPC Name,,,Schoolmate,config::FUNERAL_CS_STUDENT_NPCS::[1]::chatBubbleSpeaker
Funeral,Schoolmate,NPC Line 1,,,Chong Lon Chong was only sixteen. Yesterday people were still arguing about the strike; today we are here for a fellow student.,config::FUNERAL_CS_STUDENT_NPCS::[1]::chatBubbleTexts[0]
Funeral,Schoolmate,NPC Line 2,,,"Students from different schools have come with white flowers because once one boy dies in a crowd like that, every classroom starts imagining it could have been one of their own.",config::FUNERAL_CS_STUDENT_NPCS::[1]::chatBubbleTexts[1]
Funeral,Student Why Come,Chat Option 1 — Player Option Text,,,Ask why so many students came to mourn.,config::FUNERAL_CS_STUDENT_NPCS::[1]::dialogueChoices::[0]::label
Funeral,Student Why Come,Chat Option 1 — Player Says,,,I expected family and union men. I did not expect so many students.,config::FUNERAL_CS_STUDENT_NPCS::[1]::dialogueChoices::[0]::playerText
Funeral,Student Why Come,Chat Option 1 — NPC Reply,,,"Because he was one of us. Hock Lee no longer feels like a dispute we visited for a day. It follows us back to our desks, our assemblies, and our homes.",config::FUNERAL_CS_STUDENT_NPCS::[1]::dialogueChoices::[0]::npcReply
Funeral,Student School Memory,Chat Option 2 — Player Option Text,,,Say school will never talk about the riot the same way again.,config::FUNERAL_CS_STUDENT_NPCS::[1]::dialogueChoices::[1]::label
Funeral,Student School Memory,Chat Option 2 — Player Says,,,"After this, nobody at school can speak about Alexandra Road as if it were only rumours.",config::FUNERAL_CS_STUDENT_NPCS::[1]::dialogueChoices::[1]::playerText
Funeral,Student School Memory,Chat Option 2 — NPC Reply,,,"Exactly. Teachers may talk about discipline, but students will remember the coffin first. That memory will outlast any official explanation.",config::FUNERAL_CS_STUDENT_NPCS::[1]::dialogueChoices::[1]::npcReply
Funeral,Student Fear,Chat Option 3 — Player Option Text,,,Admit the altar makes the violence feel personal.,config::FUNERAL_CS_STUDENT_NPCS::[1]::dialogueChoices::[2]::label
Funeral,Student Fear,Chat Option 3 — Player Says,,,At Alexandra Road I kept thinking about the crowd. Here I can only think about the boy who did not come home.,config::FUNERAL_CS_STUDENT_NPCS::[1]::dialogueChoices::[2]::playerText
Funeral,Student Fear,Chat Option 3 — NPC Reply,,,"That is what changes people. Once the dead have a face, even the brave ones start measuring politics against mothers, classmates, and empty seats.",config::FUNERAL_CS_STUDENT_NPCS::[1]::dialogueChoices::[2]::npcReply
,,,,,,
School Lake,,Scene Title,,,Riot: School Lake,story::SCHOOL_LAKE_ROUTE::sceneTitle
School Lake,,Scene Description,,,"At the school lake, students argue over labour injustice, solidarity, disorder, and blame as they try to decide what Hock Lee means.",story::SCHOOL_LAKE_ROUTE::sceneSubtitle
School Lake,Student Organizer,NPC Name,Student Organizer,Student Organizer,Student Organizer,variants::SCHOOL_LAKE_NPCS::[2]::chatBubbleSpeaker
School Lake,Student Organizer,NPC Line 1,The students on the left are arguing over one question: should we go to the depot to support the workers?,The students on the left are arguing over one question: should we go to the depot to support the workers?,The students on the left are arguing over one question: should we go to the depot to support the workers?,variants::SCHOOL_LAKE_NPCS::[2]::chatBubbleTexts[0]
School Lake,Student Organizer,NPC Line 2,"Some want to bring food, stand beside them, and show solidarity. Others worry students will only make things more dangerous.","Some want to bring food, stand beside them, and show solidarity. Others worry students will only make things more dangerous.","Some want to bring food, stand beside them, and show solidarity. Others worry students will only make things more dangerous.",variants::SCHOOL_LAKE_NPCS::[2]::chatBubbleTexts[1]
School Lake,Student Organizer,NPC Line 3,"If you speak, help them decide what support and solidarity should look like.","If you speak, help them decide what support and solidarity should look like.","If you speak, help them decide what support and solidarity should look like.",variants::SCHOOL_LAKE_NPCS::[2]::chatBubbleTexts[2]
School Lake,Rally Solidarity,Chat Option 1 — Player Option Text,Say students should go support the workers.,Say students should go support the workers.,Say students should go support the workers.,variants::SCHOOL_LAKE_NPCS::[2]::dialogueChoices::[0]::label
School Lake,Rally Solidarity,Chat Option 1 — Player Says,"We should go. If the workers are being isolated, students can show they are not alone.","We should go. If the workers are being isolated, students can show they are not alone.","We should go. If the workers are being isolated, students can show they are not alone.",variants::SCHOOL_LAKE_NPCS::[2]::dialogueChoices::[0]::playerText
School Lake,Rally Solidarity,Chat Option 1 — NPC Reply,That will move the bold ones. They want a clear reason to act.,That will move the bold ones. They want a clear reason to act.,That will move the bold ones. They want a clear reason to act.,variants::SCHOOL_LAKE_NPCS::[2]::dialogueChoices::[0]::npcReply
School Lake,Rally Common Struggle,Chat Option 2 — Player Option Text,Say support should be calm and practical.,Say support should be calm and practical.,Say support should be calm and practical.,variants::SCHOOL_LAKE_NPCS::[2]::dialogueChoices::[1]::label
School Lake,Rally Common Struggle,Chat Option 2 — Player Says,"If we go, we should bring food, water, and discipline. We should help the workers, not add confusion.","If we go, we should bring food, water, and discipline. We should help the workers, not add confusion.","If we go, we should bring food, water, and discipline. We should help the workers, not add confusion.",variants::SCHOOL_LAKE_NPCS::[2]::dialogueChoices::[1]::playerText
School Lake,Rally Common Struggle,Chat Option 2 — NPC Reply,Good. That gives the careful students a way to join.,Good. That gives the careful students a way to join.,Good. That gives the careful students a way to join.,variants::SCHOOL_LAKE_NPCS::[2]::dialogueChoices::[1]::npcReply
School Lake,Rally History,Chat Option 3 — Player Option Text,Say students must think about the risk.,Say students must think about the risk.,Say students must think about the risk.,variants::SCHOOL_LAKE_NPCS::[2]::dialogueChoices::[2]::label
School Lake,Rally History,Chat Option 3 — Player Says,"We cannot pretend it is safe. If students go, they need to know the police may treat them as part of the crowd.","We cannot pretend it is safe. If students go, they need to know the police may treat them as part of the crowd.","We cannot pretend it is safe. If students go, they need to know the police may treat them as part of the crowd.",variants::SCHOOL_LAKE_NPCS::[2]::dialogueChoices::[2]::playerText
School Lake,Rally History,Chat Option 3 — NPC Reply,Yes. People should hear the risk clearly before they decide.,Yes. People should hear the risk clearly before they decide.,Yes. People should hear the risk clearly before they decide.,variants::SCHOOL_LAKE_NPCS::[2]::dialogueChoices::[2]::npcReply
School Lake,Class Monitor,NPC Name,Class Monitor,Class Monitor,Class Monitor,variants::SCHOOL_LAKE_NPCS::[5]::chatBubbleSpeaker
School Lake,Class Monitor,NPC Line 1,The students on the right keep asking why the riots are happening at all.,The students on the right keep asking why the riots are happening at all.,,variants::SCHOOL_LAKE_NPCS::[5]::chatBubbleTexts[0]
School Lake,Class Monitor,NPC Line 2,"Some point to the dismissals. Others say low pay, pressure, and police action pushed the workers and students to the edge.","Some point to the dismissals. Others say low pay, pressure, and police action pushed the workers and students to the edge.",,variants::SCHOOL_LAKE_NPCS::[5]::chatBubbleTexts[1]
School Lake,Class Monitor,NPC Line 1,,,The students on the right are trying to understand why the riots are happening.,config::SCHOOL_LAKE_CS_NPC_OVERRIDES::school-lake-monitor-right::chatBubbleTexts[0]
School Lake,Class Monitor,NPC Line 2,,,"Some point to the dismissals. Others say anger over low pay, pressure, and police action has been building for some time.",config::SCHOOL_LAKE_CS_NPC_OVERRIDES::school-lake-monitor-right::chatBubbleTexts[1]
School Lake,Monitor Purpose,Chat Option 1 — Player Option Text,Say the dismissals were the spark.,Say the dismissals were the spark.,Say the dismissals were the spark.,variants::SCHOOL_LAKE_NPCS::[5]::dialogueChoices::[0]::label
School Lake,Monitor Purpose,Chat Option 1 — Player Says,The dismissals were the clearest trigger. That is why the anger burst out in public.,The dismissals were the clearest trigger. That is why the anger burst out in public.,The dismissals were the clearest trigger. That is why the anger burst out in public.,variants::SCHOOL_LAKE_NPCS::[5]::dialogueChoices::[0]::playerText
School Lake,Monitor Purpose,Chat Option 1 — NPC Reply,That gives everyone a clear starting point.,That gives everyone a clear starting point.,That gives everyone a clear starting point.,variants::SCHOOL_LAKE_NPCS::[5]::dialogueChoices::[0]::npcReply
School Lake,Monitor Discipline,Chat Option 2 — Player Option Text,Say the anger had been building for a long time.,Say the anger had been building for a long time.,Say the anger had been building for a long time.,variants::SCHOOL_LAKE_NPCS::[5]::dialogueChoices::[1]::label
School Lake,Monitor Discipline,Chat Option 2 — Player Says,"It was not only one event. Low wages, daily pressure, and fear of losing work had been building for a long time.","It was not only one event. Low wages, daily pressure, and fear of losing work had been building for a long time.","It was not only one event. Low wages, daily pressure, and fear of losing work had been building for a long time.",variants::SCHOOL_LAKE_NPCS::[5]::dialogueChoices::[1]::playerText
School Lake,Monitor Discipline,Chat Option 2 — NPC Reply,Yes. People understand it better when they see the longer pressure behind it.,Yes. People understand it better when they see the longer pressure behind it.,Yes. People understand it better when they see the longer pressure behind it.,variants::SCHOOL_LAKE_NPCS::[5]::dialogueChoices::[1]::npcReply
School Lake,Ong Kim Wah,NPC Name,Ong Kim Wah,Ong Kim Wah,Ong Kim Wah,config::SCHOOL_LAKE_SIBLING_NPC::chatBubbleSpeaker
School Lake,Ong Kim Wah,NPC Line 1,"Kim Chuan, things at Hock Lee have changed. After the dismissals, the workers are blocking the buses from leaving.","Kim Chuan, things at Hock Lee have changed. After the dismissals, the workers are blocking the buses from leaving.","Kim Chuan, things at Hock Lee have changed. After the dismissals, the workers are blocking the buses from leaving.",config::SCHOOL_LAKE_SIBLING_NPC::chatBubbleTexts[0]
School Lake,Ong Kim Wah,NPC Line 2,Students are arguing about it all over school. Some want to support the workers. Others think the crowds are making things worse.,Students are arguing about it all over school. Some want to support the workers. Others think the crowds are making things worse.,Students are arguing about it all over school. Some want to support the workers. Others think the crowds are making things worse.,config::SCHOOL_LAKE_SIBLING_NPC::chatBubbleTexts[1]
School Lake,Ong Kim Wah,NPC Line 3,"If you go, listen carefully. Everyone is telling the story differently.","If you go, listen carefully. Everyone is telling the story differently.","If you go, listen carefully. Everyone is telling the story differently.",config::SCHOOL_LAKE_SIBLING_NPC::chatBubbleTexts[2]
,,,,,,
Classroom,,Scene Title,,,Pre-Riot: Classroom,story::CLASSROOM_ROUTE::sceneTitle
Classroom,,Scene Description,,,"Back in class, Kim Chuan hears the election result turned into debate about Labour Front, workers, and what politics might now demand from students.",story::CLASSROOM_ROUTE::sceneSubtitle
Classroom,Teacher,NPC Name,Teacher,Teacher,Teacher,variants::CLASSROOM_NPCS_BASE::[0]::chatBubbleSpeaker
Classroom,Teacher,NPC Line,Kim Chuan! You are late.,Kim Chuan! You are late.,Kim Chuan! You are late.,variants::CLASSROOM_NPCS_BASE::[0]::chatBubbleText
Classroom,Teacher City Hall Reply,Chat Option 1 — Player Option Text,Sorry! I was at City Hall. Labour Front has won!,Sorry! I was at City Hall. Labour Front has won!,Sorry! I was at City Hall. Labour Front has won!,variants::CLASSROOM_NPCS_BASE::[0]::dialogueChoices::[0]::label
Classroom,Teacher City Hall Reply,Chat Option 1 — Player Says,Sorry! I was at City Hall. Labour Front has won!,Sorry! I was at City Hall. Labour Front has won!,Sorry! I was at City Hall. Labour Front has won!,variants::CLASSROOM_NPCS_BASE::[0]::dialogueChoices::[0]::playerText
Classroom,Teacher City Hall Reply,Chat Option 1 — NPC Reply,"Yes, and that means more than a change in headlines. Labour Front's victory puts David Marshall at the head of Singapore's first locally elected government, and now people will watch whether it can answer workers asking for fair pay, families burdened by rising prices, and students wondering what real self-government should look like.","Yes, and that means more than a change in headlines. Labour Front's victory puts David Marshall at the head of Singapore's first locally elected government, and now people will watch whether it can answer workers asking for fair pay, families burdened by rising prices, and students wondering what real self-government should look like.","Yes, and that means more than a change in headlines. Labour Front's victory puts David Marshall at the head of Singapore's first locally elected government, and now people will watch whether it can answer workers asking for fair pay, families burdened by rising prices, and students wondering what real self-government should look like.",variants::CLASSROOM_NPCS_BASE::[0]::dialogueChoices::[0]::npcReply
Classroom,Live Radio Update,NPC Name,Live Radio Update,Live Radio Update,Live Radio Update,variants::CLASSROOM_NPCS_BASE::[1]::chatBubbleSpeaker
Classroom,Live Radio Update,NPC Line 1,"Saturday, April 2, 1955. Election bulletin: Labour Front has won the general election.","Saturday, April 2, 1955. Election bulletin: Labour Front has won the general election.","Saturday, April 2, 1955. Election bulletin: Labour Front has won the general election.",variants::CLASSROOM_NPCS_BASE::[1]::chatBubbleTexts[0]
Classroom,Live Radio Update,NPC Line 2,"David Marshall is expected to become Chief Minister, leading Singapore's first locally elected government.","David Marshall is expected to become Chief Minister, leading Singapore's first locally elected government.","David Marshall is expected to become Chief Minister, leading Singapore's first locally elected government.",variants::CLASSROOM_NPCS_BASE::[1]::chatBubbleTexts[1]
Classroom,Live Radio Update,NPC Line 3,"Students across the island are listening closely and asking whether this victory will bring real change for workers, schools, and colonial rule itself.","Students across the island are listening closely and asking whether this victory will bring real change for workers, schools, and colonial rule itself.","Students across the island are listening closely and asking whether this victory will bring real change for workers, schools, and colonial rule itself.",variants::CLASSROOM_NPCS_BASE::[1]::chatBubbleTexts[2]
,,,,,,
KK Hospital,,Scene Title,,Post-Riot: Hospital,,story::KK_HOSPITAL_ROUTE::sceneTitle
